1373815014010,4970,1. Call for main page,500,Server Error,Virtual Users 1-10,text,false,3582,50,50,4963
1373815013993,24885,1. Call for main page,500,Server Error,Virtual Users 1-12,text,false,3586,50,50,24878
1373815038755,334,2. Call for all categories,500,Server Error,Virtual Users 1-12,text,false,3486,50,50,328
1373815014048,48835,1. Call for main page,200,OK,Virtual Users 1-38,text,true,5905,49,49,48829
1373815014047,48867,1. Call for main page,200,OK,Virtual Users 1-20,text,true,5904,49,49,48862
1373815014050,48906,1. Call for main page,200,OK,Virtual Users 1-34,text,true,5903,49,49,48902
1373815014056,49139,1. Call for main page,200,OK,Virtual Users 1-14,text,true,5905,49,49,49135
1373815013975,49373,1. Call for main page,200,OK,Virtual Users 1-4,text,true,5903,49,49,49369
1373815014052,49341,1. Call for main page,200,OK,Virtual Users 1-25,text,true,5905,49,49,49336
1373815014063,49346,1. Call for main page,200,OK,Virtual Users 1-17,text,true,5903,49,49,49343
1373815014016,92483,1. Call for main page,500,Server Error,Virtual Users 1-13,text,false,3585,49,49,92477
1373815014041,92585,1. Call for main page,500,Server Error,Virtual Users 1-42,text,false,3586,49,49,92577
1373815014054,92741,1. Call for main page,500,Server Error,Virtual Users 1-26,text,false,3586,49,49,92732
1373815014082,93477,1. Call for main page,500,Server Error,Virtual Users 1-48,text,false,3586,49,49,93470
1373815013985,93583,1. Call for main page,500,Server Error,Virtual Users 1-7,text,false,3587,49,49,93576
1373815014059,93593,1. Call for main page,500,Server Error,Virtual Users 1-30,text,false,3586,49,49,93586
1373815107246,280,2. Call for all categories,500,Server Error,Virtual Users 1-30,text,false,3486,49,49,274
1373815014046,93893,1. Call for main page,500,Server Error,Virtual Users 1-36,text,false,3586,49,49,93879
1373815106089,1673,2. Call for all categories,500,Server Error,Virtual Users 1-13,text,false,3486,48,48,1663
1373815106220,1845,2. Call for all categories,500,Server Error,Virtual Users 1-42,text,false,3486,47,47,1839
1373815014037,94450,1. Call for main page,500,Server Error,Virtual Users 1-50,text,false,3587,47,47,94442
1373815014021,94478,1. Call for main page,500,Server Error,Virtual Users 1-23,text,false,3585,46,46,94470
1373815014082,94411,1. Call for main page,500,Server Error,Virtual Users 1-44,text,false,3586,47,47,94411
1373815107160,1000,2. Call for all categories,500,Server Error,Virtual Users 1-7,text,false,3486,46,46,990
1373815107160,1042,2. Call for all categories,500,Server Error,Virtual Users 1-48,text,false,3486,45,45,1026
1373815106390,1972,2. Call for all categories,500,Server Error,Virtual Users 1-26,text,false,3486,44,44,1965
1373815108090,332,2. Call for all categories,500,Server Error,Virtual Users 1-50,text,false,3486,43,43,322
1373815014061,94793,1. Call for main page,500,Server Error,Virtual Users 1-32,text,false,3585,42,42,94776
1373815107536,981,2. Call for all categories,500,Server Error,Virtual Users 1-36,text,false,3486,42,42,971
1373815108094,504,2. Call for all categories,500,Server Error,Virtual Users 1-44,text,false,3486,41,41,490
1373815108093,506,2. Call for all categories,500,Server Error,Virtual Users 1-23,text,false,3486,41,41,499
1373815014061,119202,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-43,text,false,1845,39,39,0
1373815013971,119294,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-1,text,false,1845,39,39,0
1373815014062,119204,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-31,text,false,1845,39,39,0
1373815014065,119202,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-16,text,false,1845,39,39,0
1373815014063,119202,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-39,text,false,1845,39,39,0
1373815014018,120246,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-18,text,false,1845,39,39,0
1373815014044,120218,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-47,text,false,1845,39,39,0
1373815014024,120238,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-21,text,false,1845,39,39,0
1373815014053,120212,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-22,text,false,1845,39,39,0
1373815014045,120223,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-46,text,false,1845,39,39,0
1373815014027,120241,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-24,text,false,1845,39,39,0
1373815014052,120215,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-27,text,false,1845,39,39,0
1373815014082,120188,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-49,text,false,1845,39,39,0
1373815014057,120213,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-28,text,false,1845,39,39,0
1373815014018,120254,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-19,text,false,1845,39,39,0
1373815014076,120188,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-41,text,false,1845,39,39,0
1373815014060,120220,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-11,text,false,1845,39,39,0
1373815014078,120197,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-40,text,false,1845,39,39,0
1373815013985,120289,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-8,text,false,1845,39,39,0
1373815014056,120216,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-29,text,false,1845,39,39,0
1373815014073,121191,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-37,text,false,1845,39,39,0
1373815014042,121223,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-35,text,false,1845,39,39,0
1373815014079,121186,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-45,text,false,1845,39,39,0
1373815013990,122272,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-9,text,false,1845,39,39,0
1373815014007,122258,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-33,text,false,1845,39,39,0
1373815013975,122288,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-3,text,false,1845,39,39,0
1373815013971,122293,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-2,text,false,1845,39,39,0
1373815013979,122289,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-6,text,false,1845,39,39,0
1373815013979,122285,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-5,text,false,1845,39,39,0
1373815014053,123209,1. Call for main page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-15,text,false,1845,39,39,0
1373815018993,119268,2. Call for all categories,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-10,text,false,1845,39,39,0
1373815108447,33266,2. Call for all categories,500,Server Error,Virtual Users 1-32,text,false,3486,38,38,33260
1373815062926,79013,2. Call for all categories,500,Server Error,Virtual Users 1-14,text,false,3469,37,37,79008
1373815132726,8940,2. Call for all categories,500,Server Error,Virtual Users 1-43,text,false,3586,37,37,8936
1373815063078,78868,2. Call for all categories,500,Server Error,Virtual Users 1-4,text,false,3469,37,37,78866
1373815132728,9457,2. Call for all categories,500,Server Error,Virtual Users 1-31,text,false,3586,34,34,9450
1373815132729,9501,2. Call for all categories,500,Server Error,Virtual Users 1-16,text,false,3587,33,33,9490
1373815133739,8738,2. Call for all categories,500,Server Error,Virtual Users 1-18,text,false,3586,32,32,8730
1373815133739,10481,2. Call for all categories,500,Server Error,Virtual Users 1-47,text,false,3586,31,31,10469
1373815136712,7518,2. Call for all categories,500,Server Error,Virtual Users 1-15,text,false,3586,31,31,7509
1373815133740,10595,2. Call for all categories,500,Server Error,Virtual Users 1-21,text,false,3586,29,29,10588
1373815135722,8623,2. Call for all categories,500,Server Error,Virtual Users 1-5,text,false,3586,28,28,8618
1373815135722,13559,2. Call for all categories,500,Server Error,Virtual Users 1-6,text,false,3587,27,27,13549
1373815135718,45031,2. Call for all categories,500,Server Error,Virtual Users 1-9,text,false,3586,26,26,45028
1373815134722,46038,2. Call for all categories,500,Server Error,Virtual Users 1-45,text,false,4032,25,25,46031
1373815133748,47030,2. Call for all categories,500,Server Error,Virtual Users 1-29,text,false,4032,24,24,47026
1373815135722,45060,2. Call for all categories,500,Server Error,Virtual Users 1-2,text,false,3586,23,23,45057
1373815133748,47039,2. Call for all categories,500,Server Error,Virtual Users 1-8,text,false,4032,22,22,47036
1373815133742,47258,2. Call for all categories,500,Server Error,Virtual Users 1-24,text,false,3586,21,21,47254
1373815134720,46286,2. Call for all categories,500,Server Error,Virtual Users 1-37,text,false,4032,20,20,46282
1373815133744,47300,2. Call for all categories,500,Server Error,Virtual Users 1-41,text,false,3587,19,19,47290
1373815135719,45329,2. Call for all categories,500,Server Error,Virtual Users 1-33,text,false,3586,19,19,45327
1373815133746,47305,2. Call for all categories,500,Server Error,Virtual Users 1-11,text,false,3587,18,18,47302
1373815134722,46335,2. Call for all categories,500,Server Error,Virtual Users 1-35,text,false,4030,16,16,46332
1373815135720,45478,2. Call for all categories,500,Server Error,Virtual Users 1-3,text,false,3586,15,15,45472
1373815062644,119339,2. Call for all categories,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-20,text,false,1845,14,14,0
1373815062616,119370,2. Call for all categories,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-38,text,false,1845,14,14,0
1373815062683,119305,2. Call for all categories,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-34,text,false,1845,14,14,0
1373815063124,119861,2. Call for all categories,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-25,text,false,1845,11,11,0
1373815063139,119847,2. Call for all categories,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-17,text,false,1845,11,11,0
1373815132730,60762,2. Call for all categories,500,Server Error,Virtual Users 1-39,text,false,3587,9,9,60751
1373815132726,60773,2. Call for all categories,500,Server Error,Virtual Users 1-1,text,false,3587,8,8,60770
1373815133740,60234,2. Call for all categories,500,Server Error,Virtual Users 1-22,text,false,3586,7,7,60225
1373815133743,60239,2. Call for all categories,500,Server Error,Virtual Users 1-49,text,false,3585,7,7,60232
1373815133741,60299,2. Call for all categories,500,Server Error,Virtual Users 1-46,text,false,3586,5,5,60292
1373815133743,60456,2. Call for all categories,500,Server Error,Virtual Users 1-28,text,false,3587,4,4,60442
1373815133746,60528,2. Call for all categories,500,Server Error,Virtual Users 1-40,text,false,3587,3,3,60514
1373815133743,60689,2. Call for all categories,500,Server Error,Virtual Users 1-27,text,false,3585,2,2,60683
1373815133744,119961,2. Call for all categories,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Virtual Users 1-19,text,false,1845,1,1,0
