1373816741021,1114,1. Call for main page,200,OK,Virtual Users 1-1,text,true,5903,1,1,1110
1373816742151,819,2. Call for all categories,200,OK,Virtual Users 1-1,text,true,3441,1,1,818
1373816742976,122,3. Call for suggestion about keyword,200,OK,Virtual Users 1-1,text,true,186,1,1,122
1373816743106,82,4. Call for search page,200,OK,Virtual Users 1-1,text,true,11085,1,1,73
1373816743196,109,5. Return facets for given keyword,200,OK,Virtual Users 1-1,text,true,2683,1,1,109
1373816743315,158,6. Return products for given keyword,200,OK,Virtual Users 1-1,text,true,11511,1,1,123
1373816743485,108,7. Return facet values for products,200,OK,Virtual Users 1-1,text,true,2685,1,1,107
1373816743599,66,8. Call for vouchers,200,OK,Virtual Users 1-1,text,true,282,1,1,66
1373816743691,67,9. Call for daily deals,200,OK,Virtual Users 1-1,text,true,282,1,1,67
1373816743766,104,10. Return vouchers for given product IDs,200,OK,Virtual Users 1-1,text,true,1211,1,1,104
1373816743878,819,1. Call for main page,200,OK,Virtual Users 1-1,text,true,5902,1,1,815
1373816744709,832,2. Call for all categories,200,OK,Virtual Users 1-1,text,true,3441,1,1,829
1373816745552,120,3. Call for suggestion about keyword,200,OK,Virtual Users 1-1,text,true,186,1,1,119
1373816745682,80,4. Call for search page,200,OK,Virtual Users 1-1,text,true,11083,1,1,72
1373816745770,108,5. Return facets for given keyword,200,OK,Virtual Users 1-1,text,true,2683,1,1,106
1373816745889,131,6. Return products for given keyword,200,OK,Virtual Users 1-1,text,true,11511,1,1,120
1373816746030,108,7. Return facet values for products,200,OK,Virtual Users 1-1,text,true,2685,1,1,106
1373816746147,66,8. Call for vouchers,200,OK,Virtual Users 1-1,text,true,282,1,1,66
1373816746222,66,9. Call for daily deals,200,OK,Virtual Users 1-1,text,true,282,1,1,66
1373816746297,129,10. Return vouchers for given product IDs,200,OK,Virtual Users 1-1,text,true,1211,1,1,129
1373816746436,811,1. Call for main page,200,OK,Virtual Users 1-1,text,true,5904,1,1,807
1373816747257,809,2. Call for all categories,200,OK,Virtual Users 1-1,text,true,3441,1,1,806
1373816748078,96,3. Call for suggestion about keyword,200,OK,Virtual Users 1-1,text,true,186,1,1,96
1373816748185,78,4. Call for search page,200,OK,Virtual Users 1-1,text,true,11083,1,1,71
1373816748269,108,5. Return facets for given keyword,200,OK,Virtual Users 1-1,text,true,2683,1,1,108
1373816748389,178,6. Return products for given keyword,200,OK,Virtual Users 1-1,text,true,11511,1,1,125
1373816748573,112,7. Return facet values for products,200,OK,Virtual Users 1-1,text,true,2685,1,1,103
1373816748693,66,8. Call for vouchers,200,OK,Virtual Users 1-1,text,true,282,1,1,66
1373816748768,67,9. Call for daily deals,200,OK,Virtual Users 1-1,text,true,282,1,1,67
1373816748845,107,10. Return vouchers for given product IDs,200,OK,Virtual Users 1-1,text,true,1211,1,1,107
1373816748964,811,1. Call for main page,200,OK,Virtual Users 1-1,text,true,5905,1,1,806
1373816749778,799,2. Call for all categories,200,OK,Virtual Users 1-1,text,true,3441,1,1,794
1373816750581,96,3. Call for suggestion about keyword,200,OK,Virtual Users 1-1,text,true,186,1,1,96
1373816750680,126,4. Call for search page,200,OK,Virtual Users 1-1,text,true,11085,1,1,74
1373816750809,109,5. Return facets for given keyword,200,OK,Virtual Users 1-1,text,true,2683,1,1,108
1373816750921,146,6. Return products for given keyword,200,OK,Virtual Users 1-1,text,true,11511,1,1,125
1373816751071,118,7. Return facet values for products,200,OK,Virtual Users 1-1,text,true,2685,1,1,109
1373816751193,68,8. Call for vouchers,200,OK,Virtual Users 1-1,text,true,282,1,1,68
