1373816965258,6153,1. Call for main page,200,OK,Virtual Users 1-4,text,true,5904,6148
1373816965159,7140,1. Call for main page,200,OK,Virtual Users 1-3,text,true,5905,7135
1373816964949,7362,1. Call for main page,200,OK,Virtual Users 1-1,text,true,5904,7356
1373816965058,7640,1. Call for main page,200,OK,Virtual Users 1-2,text,true,5905,7635
1373816965661,7113,1. Call for main page,200,OK,Virtual Users 1-8,text,true,5903,7110
1373816965461,7706,1. Call for main page,200,OK,Virtual Users 1-6,text,true,5904,7702
1373816965561,7618,1. Call for main page,200,OK,Virtual Users 1-7,text,true,5903,7613
1373816965864,7429,1. Call for main page,200,OK,Virtual Users 1-10,text,true,5902,7426
1373816965360,8021,1. Call for main page,200,OK,Virtual Users 1-5,text,true,5903,8018
1373816971425,1993,2. Call for all categories,200,OK,Virtual Users 1-4,text,true,3441,1989
1373816965763,7692,1. Call for main page,200,OK,Virtual Users 1-9,text,true,5903,7688
1373816973426,380,3. Call for suggestion about keyword,200,OK,Virtual Users 1-4,text,true,186,380
1373816973815,78,4. Call for search page,200,OK,Virtual Users 1-4,text,true,11085,69
1373816973901,104,5. Return facets for given keyword,200,OK,Virtual Users 1-4,text,true,2683,103
1373816974014,135,6. Return products for given keyword,200,OK,Virtual Users 1-4,text,true,11511,123
1373816974158,102,7. Return facet values for products,200,OK,Virtual Users 1-4,text,true,2685,100
1373816974136,62,8. Call for vouchers,200,OK,Virtual Users 1-4,text,true,282,62
1373816974205,63,9. Call for daily deals,200,OK,Virtual Users 1-4,text,true,282,62
1373816974279,98,10. Return vouchers for given product IDs,200,OK,Virtual Users 1-4,text,true,1211,98
1373816972321,4284,2. Call for all categories,200,OK,Virtual Users 1-3,text,true,3441,4281
1373816972330,4467,2. Call for all categories,200,OK,Virtual Users 1-1,text,true,3441,4464
1373816976671,262,3. Call for suggestion about keyword,200,OK,Virtual Users 1-1,text,true,186,262
1373816976483,521,3. Call for suggestion about keyword,200,OK,Virtual Users 1-3,text,true,186,521
1373816976945,76,4. Call for search page,200,OK,Virtual Users 1-1,text,true,11083,71
1373816977010,81,4. Call for search page,200,OK,Virtual Users 1-3,text,true,11083,72
1373816977026,104,5. Return facets for given keyword,200,OK,Virtual Users 1-1,text,true,2683,102
1373816977102,102,5. Return facets for given keyword,200,OK,Virtual Users 1-3,text,true,2683,101
1373816977141,142,6. Return products for given keyword,200,OK,Virtual Users 1-1,text,true,11511,117
1373816977214,175,6. Return products for given keyword,200,OK,Virtual Users 1-3,text,true,11511,133
1373816977294,320,7. Return facet values for products,200,OK,Virtual Users 1-1,text,true,2685,319
1373816977400,216,7. Return facet values for products,200,OK,Virtual Users 1-3,text,true,2685,215
1373816977637,65,8. Call for vouchers,200,OK,Virtual Users 1-3,text,true,282,65
1373816977634,69,8. Call for vouchers,200,OK,Virtual Users 1-1,text,true,282,69
1373816977720,69,9. Call for daily deals,200,OK,Virtual Users 1-3,text,true,282,69
1373816977720,70,9. Call for daily deals,200,OK,Virtual Users 1-1,text,true,282,70
1373816977807,168,10. Return vouchers for given product IDs,200,OK,Virtual Users 1-1,text,true,1211,168
1373816977806,171,10. Return vouchers for given product IDs,200,OK,Virtual Users 1-3,text,true,1211,171
1373816973299,26056,2. Call for all categories,200,OK,Virtual Users 1-10,text,true,3441,26053
