1373816854679,4461,1. Call for main page,200,OK,Virtual Users 1-7,text,true,5904,4457
1373816854675,4877,1. Call for main page,200,OK,Virtual Users 1-9,text,true,5903,4873
1373816854688,5377,1. Call for main page,200,OK,Virtual Users 1-2,text,true,5904,5373
1373816854685,5523,1. Call for main page,200,OK,Virtual Users 1-5,text,true,5905,5522
1373816854687,5521,1. Call for main page,200,OK,Virtual Users 1-1,text,true,5904,5513
1373816854676,5702,1. Call for main page,200,OK,Virtual Users 1-8,text,true,5903,5698
1373816854683,6839,1. Call for main page,200,OK,Virtual Users 1-10,text,true,5903,6832
1373816854666,6885,1. Call for main page,200,OK,Virtual Users 1-3,text,true,5904,6881
1373816854687,7109,1. Call for main page,200,OK,Virtual Users 1-6,text,true,5905,7108
1373816854683,7150,1. Call for main page,200,OK,Virtual Users 1-4,text,true,5904,7146
1373816859152,4906,2. Call for all categories,200,OK,Virtual Users 1-7,text,true,3441,4903
1373816859560,4505,2. Call for all categories,200,OK,Virtual Users 1-9,text,true,3441,4499
1373816864072,183,3. Call for suggestion about keyword,200,OK,Virtual Users 1-9,text,true,186,183
1373816864068,230,3. Call for suggestion about keyword,200,OK,Virtual Users 1-7,text,true,186,230
1373816864263,72,4. Call for search page,200,OK,Virtual Users 1-9,text,true,11083,67
1373816864302,75,4. Call for search page,200,OK,Virtual Users 1-7,text,true,11083,64
1373816864341,101,5. Return facets for given keyword,200,OK,Virtual Users 1-9,text,true,2683,101
1373816864382,99,5. Return facets for given keyword,200,OK,Virtual Users 1-7,text,true,2683,99
1373816864491,211,6. Return products for given keyword,200,OK,Virtual Users 1-7,text,true,11511,186
1373816864453,289,6. Return products for given keyword,200,OK,Virtual Users 1-9,text,true,11511,253
1373816864708,101,7. Return facet values for products,200,OK,Virtual Users 1-7,text,true,2685,101
1373816864746,96,7. Return facet values for products,200,OK,Virtual Users 1-9,text,true,2685,95
1373816864821,60,8. Call for vouchers,200,OK,Virtual Users 1-7,text,true,282,60
1373816864851,59,8. Call for vouchers,200,OK,Virtual Users 1-9,text,true,282,59
1373816861835,3082,2. Call for all categories,200,OK,Virtual Users 1-4,text,true,3441,3081
1373816864891,61,9. Call for daily deals,200,OK,Virtual Users 1-7,text,true,282,61
1373816864917,58,9. Call for daily deals,200,OK,Virtual Users 1-9,text,true,282,58
1373816864922,161,3. Call for suggestion about keyword,200,OK,Virtual Users 1-4,text,true,186,161
1373816864956,132,10. Return vouchers for given product IDs,200,OK,Virtual Users 1-7,text,true,1211,132
1373816864978,136,10. Return vouchers for given product IDs,200,OK,Virtual Users 1-9,text,true,1211,136
1373816865095,78,4. Call for search page,200,OK,Virtual Users 1-4,text,true,11084,69
1373816865185,104,5. Return facets for given keyword,200,OK,Virtual Users 1-4,text,true,2683,104
1373816865301,137,6. Return products for given keyword,200,OK,Virtual Users 1-4,text,true,11511,121
1373816865448,101,7. Return facet values for products,200,OK,Virtual Users 1-4,text,true,2685,101
1373816861528,4057,2. Call for all categories,200,OK,Virtual Users 1-10,text,true,3441,4057
1373816865560,63,8. Call for vouchers,200,OK,Virtual Users 1-4,text,true,282,63
1373816865634,64,9. Call for daily deals,200,OK,Virtual Users 1-4,text,true,282,64
1373816865597,178,3. Call for suggestion about keyword,200,OK,Virtual Users 1-10,text,true,186,178
1373816865702,100,10. Return vouchers for given product IDs,200,OK,Virtual Users 1-4,text,true,1211,100
1373816865787,123,4. Call for search page,200,OK,Virtual Users 1-10,text,true,11083,70
1373816865921,108,5. Return facets for given keyword,200,OK,Virtual Users 1-10,text,true,2683,108
1373816866040,125,6. Return products for given keyword,200,OK,Virtual Users 1-10,text,true,11511,122
1373816866175,106,7. Return facet values for products,200,OK,Virtual Users 1-10,text,true,2685,105
1373816866292,66,8. Call for vouchers,200,OK,Virtual Users 1-10,text,true,282,65
